Car Make,Car Model,Year,Mileage,Price,Fuel Type,Color,Transmission,Options/Features,Condition,Accident
Fiat,Panda,2022,80563,24119.664000000004,Hybrid,Silver,Manual,"Sunroof, Heated Seats, Backup Camera, Bluetooth",Like New,Yes
Audi,Q5,2010,5810,22231.696,Hybrid,Black,Automatic,"Bluetooth, Backup Camera",Like New,Yes
Audi,A3,2019,60833,31530.56,Diesel,Gray,Manual,"Remote Start, Sunroof, Heated Seats",Like New,Yes
Hyundai,Santa Fe,2021,113696,4405.128,Gasoline,Yellow,Manual,"Remote Start, Heated Seats, Bluetooth",Used,Yes
BMW,X5,2021,20631,24941.768,Gasoline,White,Manual,"Heated Seats, Backup Camera, Bluetooth",Used,Yes
Jaguar,I-Pace,2022,86072,39659.384000000005,Electric,Black,Manual,"Sunroof, Bluetooth",Used,Yes
Nissan,Leaf,2020,88801,15030.02,Gasoline,Silver,Manual,"GPS, Bluetooth, Backup Camera",Like New,No
Porsche,Macan,2014,37034,20345.33,Gasoline,White,Automatic,Heated Seats,New,No
Chevy,Equinox,2020,119973,37760.872,Gasoline,Black,Manual,"GPS, Heated Seats, Backup Camera",Used,Yes
Fiat,500,2014,21129,34448.648,Hybrid,Green,Automatic,"Backup Camera, GPS, Heated Seats",Like New,Yes
Volkswagen,Beetle,2020,116630,37743.952000000005,Gasoline,Orange,Automatic,"Remote Start, Sunroof, Backup Camera, Leather Seats",Used,Yes
Chevrolet,Malibu,2019,9083,30405.624,Diesel,Gray,Automatic,"Backup Camera, Bluetooth, Sunroof, Heated Seats",Like New,Yes
Chevrolet,Equinox,2018,21694,17342.112,Gasoline,Silver,Manual,"Heated Seats, Sunroof",New,Yes
Honda,Fit,2019,87740,32920.832,Diesel,Red,Manual,Sunroof,New,Yes
Ford,Focus,2012,113593,34870.864,Hybrid,Silver,Manual,"Sunroof, Heated Seats, Backup Camera",Used,Yes
Kia,Sportage,2022,94578,20467.752,Gasoline,Silver,Automatic,"Bluetooth, Backup Camera, Heated Seats, Sunroof",Used,Yes
Kia,Sorento,2021,47757,41760.12,Gasoline,Orange,Automatic,Bluetooth,Used,No
Nissan,Leaf,2014,113433,30136.48,Diesel,Brown,Automatic,"Backup Camera, GPS, Bluetooth",Used,Yes
Chevy,Silverado,2010,121356,22343.64,Diesel,Red,Manual,"GPS, Leather Seats, Bluetooth, Backup Camera",Like New,No
Honda,Civic,2011,131780,29838.904,Electric,Brown,Manual,"Leather Seats, Heated Seats, Sunroof",New,Yes
Chevy,Equinox,2018,100278,5226.0160000000005,Gasoline,Black,Automatic,"Remote Start, Leather Seats",Used,Yes
Tesla,Model X,2021,88077,30845.736,Electric,Gray,Automatic,GPS,Like New,Yes
Subaru,Forester,2010,138612,35804.448,Gasoline,White,Automatic,Bluetooth,New,Yes
BMW,X5,2015,138667,37942.416,Hybrid,Red,Manual,Leather Seats,Used,Yes
Chevrolet,Malibu,2010,48809,38200.568,Gasoline,Black,Automatic,"Leather Seats, Sunroof, GPS",Used,Yes
Jaguar,XF,2018,40628,21626.120000000003,Diesel,Green,Automatic,"Remote Start, Sunroof",New,Yes
Chrysler,Voyager,2016,6184,13046.392,Diesel,Yellow,Automatic,Remote Start,Used,Yes
Audi,A4,2010,140160,35118.72,Electric,Brown,Manual,"GPS, Remote Start, Leather Seats",New,No
Kia,Optima,2022,138617,27159.632,Diesel,Gray,Manual,"Backup Camera, Bluetooth, Sunroof",Like New,Yes
Land Rover,Velar,2017,45631,17913.56,Gasoline,Black,Manual,"Heated Seats, Remote Start, Bluetooth, Sunroof",Used,Yes
Mazda,CX-9,2020,61827,10632.008000000002,Hybrid,Blue,Automatic,"Backup Camera, Heated Seats, Sunroof, Remote Start",Used,Yes
Chevy,Silverado,2014,102117,22707.752,Electric,Orange,Manual,"Leather Seats, Sunroof, Remote Start, Bluetooth",New,Yes
Porsche,Macan,2014,138729,31314.688,Electric,White,Manual,"Remote Start, GPS, Sunroof",New,Yes
Chevy,Silverado,2022,57247,8326.503999999999,Electric,White,Automatic,"Leather Seats, Heated Seats, Remote Start, GPS",Used,Yes
Mercedes,E-Class,2017,17974,37369.464,Electric,Gray,Manual,"Bluetooth, GPS, Leather Seats, Remote Start",New,Yes
Tesla,Model S,2010,92019,28788.34,Diesel,Red,Manual,"Heated Seats, Leather Seats, Sunroof",Used,No
Subaru,Outback,2020,69140,17657.832000000002,Hybrid,Green,Automatic,"Backup Camera, Bluetooth",Like New,Yes
Honda,Fit,2015,139619,4257.432,Gasoline,White,Automatic,"Heated Seats, Sunroof",New,Yes
Fiat,Doblo,2018,93680,17268.136,Hybrid,Silver,Automatic,"Sunroof, Heated Seats, Backup Camera, GPS",New,Yes
Toyota,Corolla,2018,34487,35148.552,Electric,Brown,Automatic,"GPS, Sunroof",Used,Yes
Volkswagen,Jetta,2016,135918,27995.272,Gasoline,White,Automatic,Remote Start,Like New,Yes
Porsche,Taycan,2013,77312,4038.4,Gasoline,Yellow,Manual,"Heated Seats, GPS, Leather Seats",Used,Yes
Audi,A4,2019,148266,46932.56,Diesel,Red,Manual,"Leather Seats, Backup Camera, Remote Start",Used,No
Fiat,500,2013,103041,36256.64000000001,Electric,Black,Automatic,"Sunroof, Bluetooth",Used,Yes
Chevrolet,Traverse,2013,65426,32696.152,Hybrid,Silver,Manual,"Leather Seats, GPS, Heated Seats, Bluetooth",New,Yes
Chrysler,Voyager,2020,96566,26574.48,Electric,Brown,Automatic,Backup Camera,Used,Yes
Chevy,Equinox,2015,134456,18145.584,Electric,Black,Manual,"GPS, Sunroof",New,Yes
Nissan,Altima,2020,50274,36415.95,Hybrid,Blue,Automatic,"Heated Seats, Remote Start, Sunroof",New,No
Nissan,Altima,2020,38020,32676.9,Hybrid,Red,Automatic,Remote Start,Like New,No
Hyundai,Tucson,2012,88615,32177.48,Gasoline,Yellow,Automatic,"Sunroof, Leather Seats, GPS, Remote Start",New,Yes
Land Rover,Velar,2020,133991,30143.28,Hybrid,Orange,Automatic,GPS,Like New,Yes
Mercedes,C-Class,2021,49858,37578.296,Electric,Gray,Automatic,"Bluetooth, Leather Seats",Like New,Yes
Fiat,Doblo,2017,34556,23798.032000000003,Diesel,White,Automatic,"GPS, Leather Seats",Used,Yes
BMW,5 Series,2015,96365,10698.344,Diesel,Brown,Automatic,GPS,New,Yes
Kia,Optima,2018,92857,5512.2080000000005,Hybrid,Brown,Manual,GPS,New,Yes
Chevy,Traverse,2011,137341,19988.6,Electric,Red,Automatic,GPS,New,Yes
Tesla,Model S,2010,65700,18374.864,Hybrid,Red,Automatic,"Backup Camera, Sunroof, GPS",New,Yes
Chevrolet,Cruze,2019,5465,20218.104000000003,Gasoline,Yellow,Automatic,"Remote Start, Sunroof, Backup Camera",Used,Yes
Mazda,MX-5 Miata,2010,34628,5724.6,Diesel,Black,Automatic,"Bluetooth, Sunroof, GPS",Like New,Yes
Toyota,Tacoma,2019,26258,35694.272,Electric,Brown,Automatic,"GPS, Leather Seats",New,Yes
Jaguar,XF,2020,19248,32440.056,Hybrid,Orange,Automatic,GPS,Like New,Yes
Volkswagen,Passat,2013,5959,7541.672,Gasoline,Green,Manual,Leather Seats,New,Yes
BMW,3 Series,2017,87181,12831.568,Electric,Blue,Manual,"Heated Seats, Leather Seats",Used,Yes
Subaru,Impreza,2020,60153,37413.704,Hybrid,Silver,Manual,Leather Seats,Used,Yes
Chevy,Silverado,2016,86284,10607.048,Gasoline,Gray,Manual,Backup Camera,Used,Yes
Fiat,Panda,2016,89503,27560.808000000005,Electric,Gray,Manual,GPS,New,Yes
Subaru,Outback,2012,128110,37582.528000000006,Diesel,Gray,Automatic,GPS,Like New,Yes
Hyundai,Elantra,2017,36539,19120.0,Diesel,Blue,Automatic,GPS,New,Yes
Nissan,Sentra,2017,87991,11537.264,Gasoline,Black,Manual,"Bluetooth, Sunroof, GPS",Like New,Yes
Audi,A6,2013,10875,9259.992,Hybrid,Green,Manual,"Bluetooth, Remote Start",Used,Yes
Toyota,Highlander,2012,144524,12103.576,Electric,White,Automatic,"GPS, Remote Start, Backup Camera",New,Yes
Volkswagen,Golf,2022,127714,25799.848,Hybrid,Yellow,Manual,"Leather Seats, Heated Seats, Remote Start, Backup Camera",Like New,Yes
Audi,Q5,2012,98517,23699.44,Diesel,Black,Automatic,"GPS, Heated Seats, Bluetooth",Used,No
Toyota,Highlander,2015,31488,19625.944,Diesel,Brown,Manual,Sunroof,Like New,Yes
Audi,A3,2019,62761,37473.216,Electric,Brown,Manual,"Sunroof, Bluetooth, Backup Camera",New,Yes
Porsche,Taycan,2012,19764,21011.72,Electric,White,Automatic,"GPS, Bluetooth, Sunroof, Heated Seats",Like New,Yes
Chevy,Silverado,2020,126092,6893.760000000001,Electric,Blue,Automatic,"Leather Seats, Heated Seats, GPS, Sunroof",New,Yes
Nissan,Leaf,2011,112010,20504.28,Diesel,Black,Automatic,"Leather Seats, Bluetooth, Backup Camera, Sunroof",New,Yes
Porsche,Cayenne,2014,135510,19276.84,Diesel,Black,Manual,Remote Start,Used,No
Subaru,Impreza,2017,93718,30548.488,Gasoline,Brown,Automatic,"Bluetooth, GPS, Remote Start",Like New,Yes
Porsche,Taycan,2016,36474,27848.376000000004,Diesel,Orange,Automatic,"Heated Seats, Backup Camera",New,Yes
Chevrolet,Silverado,2019,119745,22962.312,Hybrid,White,Automatic,"Remote Start, Bluetooth",New,Yes
Chevrolet,Equinox,2011,63401,36449.76,Diesel,Orange,Manual,"Leather Seats, Remote Start, Bluetooth, Sunroof",Used,Yes
Ford,Explorer,2019,68691,35275.696,Electric,Yellow,Manual,"Bluetooth, Remote Start",Used,Yes
Tesla,Model S,2021,140114,5572.72,Gasoline,Brown,Manual,"Bluetooth, GPS, Sunroof",Used,Yes
Porsche,Taycan,2010,33456,21614.832,Electric,Gray,Manual,Bluetooth,Used,Yes
Tesla,Model Y,2012,67604,19522.68,Gasoline,Yellow,Manual,"Leather Seats, Sunroof, Bluetooth, GPS",Used,Yes
Mazda,MX-5 Miata,2021,90261,30650.57,Electric,Green,Manual,"Remote Start, Sunroof, Leather Seats",New,No
Volkswagen,Beetle,2019,91877,17712.192000000003,Hybrid,Silver,Manual,"Backup Camera, Remote Start",Like New,Yes
Chrysler,Dodge Durango,2017,61945,4146.744000000001,Hybrid,Red,Automatic,"Sunroof, GPS, Bluetooth, Leather Seats",Like New,Yes
Honda,Pilot,2021,31695,33933.272,Diesel,Gray,Manual,Bluetooth,New,Yes
Chevrolet,Silverado,2016,75201,29551.504,Gasoline,Brown,Automatic,Sunroof,Used,Yes
Subaru,Legacy,2013,88312,18355.37,Gasoline,Red,Automatic,Bluetooth,Used,No
Toyota,RAV4,2011,87388,15267.912,Gasoline,Green,Manual,"Backup Camera, Heated Seats",New,Yes
Chrysler,Voyager,2010,81596,26079.584000000003,Diesel,Silver,Manual,"Sunroof, GPS, Leather Seats, Remote Start",New,Yes
BMW,X7,2013,44223,22156.888000000003,Hybrid,Silver,Automatic,"Remote Start, Backup Camera, Sunroof, Bluetooth",Like New,Yes
Chevrolet,Cruze,2014,70474,24692.11,Hybrid,Brown,Manual,"Bluetooth, Remote Start",Used,No
Honda,Civic,2017,28684,31521.824,Gasoline,Green,Manual,"Remote Start, Heated Seats",Used,Yes
Mazda,Mazda6,2022,86343,28943.728000000003,Electric,Silver,Automatic,"Bluetooth, Heated Seats, Remote Start, GPS",Like New,Yes
Nissan,Leaf,2020,93186,29352.928000000004,Gasoline,Gray,Automatic,Backup Camera,New,Yes
Fiat,Tipo,2017,48957,21916.62,Gasoline,Silver,Manual,"Sunroof, Leather Seats",Like New,No
Chrysler,Charger,2016,105243,19323.112,Electric,Brown,Automatic,"Heated Seats, GPS, Leather Seats, Bluetooth",Used,Yes
Jaguar,XF,2021,33522,31896.152,Diesel,Silver,Manual,Sunroof,Used,Yes
Kia,Optima,2014,134603,19099.6,Electric,Red,Automatic,"Bluetooth, Heated Seats, GPS, Sunroof",New,Yes
Toyota,Tacoma,2013,28674,31273.59,Electric,Red,Manual,"Bluetooth, Sunroof, Heated Seats",Like New,No
Audi,Q5,2018,48604,39123.2,Electric,Red,Automatic,"Sunroof, Heated Seats",Used,No
Volkswagen,Jetta,2016,86489,21964.624,Gasoline,Orange,Manual,"Backup Camera, GPS, Sunroof",New,Yes
Toyota,Tacoma,2021,55026,38257.048,Diesel,Yellow,Manual,"Leather Seats, Remote Start, GPS",Used,Yes
Kia,Optima,2010,15199,32038.968,Electric,Blue,Manual,Remote Start,Like New,Yes
Jaguar,F-Type,2014,95448,13489.976000000002,Diesel,White,Automatic,Sunroof,New,Yes
Chrysler,300,2013,83036,19962.88,Hybrid,Brown,Automatic,"Leather Seats, Backup Camera, Heated Seats",New,Yes
Kia,Sportage,2016,25702,30786.256,Hybrid,Red,Manual,"Sunroof, Bluetooth",Like New,Yes
Fiat,500,2020,70699,7032.368,Diesel,Silver,Manual,"Sunroof, Leather Seats, Heated Seats",Like New,Yes
Ford,Escape,2014,93993,23384.504,Electric,Red,Manual,"Leather Seats, Heated Seats, Sunroof",New,Yes
Subaru,Crosstrek,2021,82654,21748.88,Gasoline,Silver,Manual,Remote Start,Used,Yes
Chrysler,Dodge Durango,2016,35887,12096.144,Gasoline,Green,Manual,"GPS, Leather Seats, Remote Start, Backup Camera",Like New,Yes
Honda,Fit,2017,144217,15524.592000000002,Hybrid,White,Manual,"Backup Camera, Bluetooth, Leather Seats, Heated Seats",Like New,Yes
BMW,X3,2011,126944,8488.272,Gasoline,Orange,Automatic,"GPS, Sunroof",New,Yes
Honda,Accord,2016,23420,11350.96,Gasoline,Red,Automatic,"GPS, Backup Camera, Sunroof",New,Yes
Nissan,Leaf,2015,13010,14804.27,Electric,Green,Manual,"Sunroof, Leather Seats, Remote Start, Bluetooth",New,No
Audi,A6,2010,50917,13244.67,Electric,Green,Automatic,"Backup Camera, Bluetooth, Sunroof",Used,No
BMW,X7,2010,43942,22943.008,Diesel,Blue,Manual,"Remote Start, Leather Seats, GPS, Backup Camera",New,Yes
Land Rover,Range Rover,2020,23364,23975.664000000004,Electric,Black,Manual,Backup Camera,Like New,Yes
Jaguar,XF,2020,9719,13315.496,Hybrid,Orange,Automatic,Remote Start,Used,Yes
Nissan,Altima,2012,41361,15888.464000000002,Hybrid,Brown,Automatic,"Heated Seats, Remote Start, Bluetooth",New,Yes
Kia,Soul,2020,115612,44803.28,Gasoline,Gray,Manual,Bluetooth,Used,No
BMW,3 Series,2015,36684,19089.304,Hybrid,Brown,Manual,"Remote Start, GPS",Like New,Yes
Chevy,Camaro,2021,33306,28452.44,Electric,Green,Manual,"Backup Camera, Remote Start, Heated Seats, GPS",Used,Yes
Jaguar,XE,2022,126737,21730.864,Gasoline,Brown,Automatic,"Leather Seats, Backup Camera",Used,Yes
Honda,Civic,2020,6666,8971.184,Electric,White,Automatic,Sunroof,Like New,Yes
Audi,Q7,2013,37811,35725.68,Diesel,Silver,Manual,"Backup Camera, GPS, Remote Start, Bluetooth",New,Yes
Ford,Mustang,2014,33653,25388.776,Hybrid,Yellow,Automatic,"Sunroof, GPS",New,Yes
Jaguar,XE,2014,142065,20339.432,Diesel,Yellow,Manual,"Heated Seats, Remote Start, Sunroof, Backup Camera",Like New,Yes
Subaru,Forester,2011,79034,8332.039999999999,Diesel,Black,Automatic,"Leather Seats, Heated Seats",Used,Yes
Tesla,Model X,2021,134033,40065.22,Gasoline,Red,Automatic,"Sunroof, GPS, Bluetooth, Remote Start",Like New,No
Mazda,Mazda6,2016,144610,29087.496000000003,Hybrid,Orange,Automatic,"Remote Start, Leather Seats, Bluetooth, Heated Seats",New,Yes
Fiat,500,2014,99464,4384.6720000000005,Electric,Yellow,Automatic,"Leather Seats, GPS, Bluetooth, Sunroof",New,Yes
Honda,CR-V,2021,121040,9321.4,Diesel,Yellow,Automatic,"Bluetooth, Leather Seats, Backup Camera",Used,Yes
Land Rover,Evoque,2015,146890,36220.072,Gasoline,Green,Automatic,Backup Camera,Like New,Yes
Audi,Q5,2013,7196,35940.28,Hybrid,Yellow,Automatic,"Backup Camera, Sunroof",Like New,Yes
Kia,Optima,2014,98842,12375.576,Diesel,Orange,Automatic,Leather Seats,Like New,Yes
Hyundai,Santa Fe,2016,103228,22455.224,Diesel,Brown,Manual,Remote Start,New,Yes
Toyota,RAV4,2019,115351,24683.57,Gasoline,Yellow,Automatic,"GPS, Backup Camera, Heated Seats",Used,No
Kia,Forte,2013,78485,16469.432,Electric,Silver,Automatic,"GPS, Bluetooth",New,Yes
Subaru,Outback,2011,25967,6088.192,Electric,Silver,Manual,"Leather Seats, Heated Seats",Used,Yes
Tesla,Model X,2011,69462,9255.664,Diesel,Green,Automatic,"Bluetooth, GPS, Backup Camera, Remote Start",Used,Yes
Subaru,Impreza,2021,77652,16863.224,Hybrid,Red,Automatic,"GPS, Backup Camera, Sunroof, Leather Seats",Like New,Yes
Chrysler,Dodge Durango,2016,73374,6315.84,Hybrid,Silver,Manual,"Backup Camera, Bluetooth, Remote Start, GPS",New,Yes
Chevrolet,Silverado,2010,54871,10846.84,Hybrid,Green,Automatic,"GPS, Sunroof",Like New,No
Chrysler,Dodge Durango,2017,12221,24265.704,Diesel,Green,Manual,Sunroof,Used,Yes
Mercedes,S-Class,2012,61343,14229.83,Hybrid,Black,Automatic,"GPS, Heated Seats, Bluetooth, Remote Start",New,No
Mercedes,E-Class,2012,118197,25089.152,Gasoline,Orange,Manual,"Leather Seats, Sunroof, Heated Seats, Remote Start",Used,Yes
Jaguar,F-Type,2012,17432,23430.728000000003,Hybrid,Red,Automatic,Leather Seats,New,Yes
Volkswagen,Jetta,2016,79578,39640.344000000005,Hybrid,Brown,Manual,"Backup Camera, Remote Start, Leather Seats",Used,Yes
Honda,Accord,2020,26389,20104.072,Electric,Orange,Manual,"GPS, Bluetooth, Leather Seats",Used,Yes
Toyota,Corolla,2011,83395,25908.0,Electric,Orange,Automatic,"Bluetooth, Sunroof, Leather Seats, Backup Camera",Like New,No
Mazda,CX-9,2019,79616,21572.024,Diesel,Gray,Manual,"Bluetooth, Sunroof, Leather Seats, Remote Start",Used,Yes
Kia,Sorento,2021,116231,15374.776000000002,Electric,Silver,Manual,"Leather Seats, Remote Start",New,Yes
Land Rover,Velar,2021,41234,15519.120000000004,Hybrid,Brown,Automatic,"Backup Camera, Leather Seats, GPS, Heated Seats",New,Yes
Fiat,500X,2018,94792,5245.8640000000005,Electric,Black,Automatic,"Heated Seats, GPS, Sunroof, Backup Camera",Like New,Yes
BMW,5 Series,2011,88665,9686.32,Electric,Orange,Manual,"Remote Start, GPS, Heated Seats, Sunroof",New,Yes
Land Rover,Discovery,2013,50807,26034.968,Gasoline,Black,Automatic,"Backup Camera, Remote Start, Bluetooth, GPS",New,Yes
Kia,Sportage,2012,133976,12431.168,Electric,Brown,Manual,Backup Camera,Like New,Yes
Kia,Sportage,2022,52390,13653.616000000002,Electric,Silver,Automatic,"Remote Start, Leather Seats, GPS, Sunroof",New,Yes
Tesla,Model S,2015,146470,19561.34,Electric,Black,Automatic,"Remote Start, Leather Seats, Sunroof",Used,No
Subaru,Legacy,2018,86260,28503.8,Diesel,Gray,Automatic,"GPS, Heated Seats",New,No
Porsche,911,2020,15246,7160.392,Electric,Green,Automatic,Heated Seats,New,Yes
Jaguar,F-Type,2021,135437,38618.984,Electric,Gray,Automatic,"Remote Start, Backup Camera",Used,Yes
Mercedes,E-Class,2010,135963,33716.432,Diesel,Blue,Automatic,Remote Start,Used,Yes
Ford,Focus,2019,146903,5899.432000000001,Electric,Gray,Automatic,"Leather Seats, GPS, Remote Start, Sunroof",Like New,Yes
Subaru,Outback,2021,102431,25804.48,Diesel,White,Manual,"Backup Camera, Leather Seats",Used,Yes
Kia,Soul,2019,120623,9284.6,Gasoline,Yellow,Manual,Leather Seats,Like New,No
Mercedes,C-Class,2018,33366,17286.552,Gasoline,Black,Automatic,GPS,New,Yes
Hyundai,Kona,2020,34470,7876.008000000001,Electric,Gray,Automatic,"Backup Camera, Heated Seats, Bluetooth",Like New,Yes
BMW,5 Series,2021,106486,10553.44,Electric,Gray,Manual,Sunroof,Like New,No
Mercedes,S-Class,2017,93166,19677.272,Hybrid,Black,Automatic,"Heated Seats, Remote Start, Backup Camera",New,Yes
Toyota,Highlander,2021,16027,8230.62,Hybrid,White,Manual,"Bluetooth, GPS, Leather Seats, Sunroof",Used,No
Mercedes,E-Class,2018,22168,19999.896,Electric,Gray,Manual,"Bluetooth, Sunroof, Heated Seats, Backup Camera",Like New,Yes
Porsche,Taycan,2022,56523,10048.408,Hybrid,Yellow,Automatic,"Sunroof, Bluetooth",New,Yes
Subaru,Legacy,2013,123398,10111.688000000002,Gasoline,Red,Manual,"Remote Start, Bluetooth, Heated Seats, GPS",Like New,Yes
Hyundai,Elantra,2017,146987,31493.608000000004,Diesel,Yellow,Automatic,Leather Seats,New,Yes
Audi,A6,2012,31146,21438.056,Gasoline,Brown,Automatic,"Leather Seats, Bluetooth",New,Yes
Honda,Fit,2012,56534,39689.46400000001,Electric,White,Automatic,"Leather Seats, Heated Seats",Like New,Yes
Tesla,Model 3,2012,93681,11706.224000000002,Gasoline,Red,Manual,"Bluetooth, Backup Camera",New,Yes
Nissan,Rogue,2014,77907,6168.976000000001,Electric,Black,Automatic,"Heated Seats, Backup Camera, Remote Start",Used,Yes
Porsche,911,2015,93517,16473.19,Gasoline,Red,Manual,"Remote Start, Leather Seats, Backup Camera",Like New,No
Nissan,Rogue,2019,65241,5894.4800000000005,Diesel,Blue,Automatic,Bluetooth,Used,Yes
Mercedes,E-Class,2018,52961,31916.68,Diesel,Blue,Automatic,"Heated Seats, GPS, Sunroof, Leather Seats",New,Yes
Mazda,CX-5,2015,106341,5954.72,Gasoline,Yellow,Manual,Leather Seats,New,Yes
Chevy,Equinox,2017,21103,15056.328,Diesel,White,Manual,Heated Seats,Like New,Yes
Ford,Escape,2018,47928,32595.96,Electric,Silver,Automatic,Bluetooth,Like New,Yes
Porsche,Cayenne,2017,16351,38154.432,Electric,Yellow,Manual,Remote Start,New,Yes
Mercedes,E-Class,2013,103743,34940.216,Gasoline,Green,Automatic,"Sunroof, Heated Seats, GPS, Leather Seats",Like New,Yes
Tesla,Model 3,2017,91681,5617.408,Gasoline,Red,Manual,"Remote Start, GPS",New,Yes
Subaru,Forester,2012,111936,16866.712,Diesel,Black,Automatic,"Heated Seats, Bluetooth, Sunroof",Used,Yes
BMW,X5,2013,77799,7053.68,Gasoline,White,Automatic,"GPS, Sunroof, Leather Seats, Bluetooth",Used,Yes
Mercedes,A-Class,2022,23736,34401.696,Gasoline,Orange,Manual,"Sunroof, Remote Start, Heated Seats, GPS",Used,Yes
BMW,3 Series,2019,16737,28496.608000000004,Diesel,Blue,Automatic,"Leather Seats, Bluetooth, Sunroof, Remote Start",New,Yes
BMW,X3,2019,102183,19475.44,Diesel,Orange,Manual,"Backup Camera, GPS, Bluetooth, Leather Seats",Used,Yes
Toyota,RAV4,2011,9416,36512.656,Diesel,Green,Manual,Heated Seats,Like New,Yes
Chevy,Silverado,2017,65218,11911.992,Hybrid,Brown,Manual,Heated Seats,Used,Yes
Kia,Sportage,2019,54785,18612.224,Hybrid,Gray,Manual,"Backup Camera, Sunroof, Leather Seats",Used,Yes
Chevrolet,Malibu,2017,82389,35579.224,Diesel,Blue,Manual,"Bluetooth, GPS",Used,Yes
Nissan,Maxima,2019,61555,39292.432,Gasoline,Black,Manual,"GPS, Remote Start",Used,Yes
Tesla,Model Y,2015,117321,14150.256,Hybrid,White,Automatic,"Heated Seats, Leather Seats, Remote Start, Bluetooth",Like New,Yes
Honda,Fit,2022,26290,22483.984,Hybrid,Brown,Manual,GPS,Used,Yes
BMW,3 Series,2013,142460,36399.832,Gasoline,White,Automatic,"Heated Seats, Bluetooth, Sunroof",Used,Yes
Mercedes,E-Class,2010,49483,24594.992,Diesel,Brown,Manual,"Heated Seats, Bluetooth, GPS, Leather Seats",Used,Yes
Tesla,Model S,2022,23945,15490.72,Diesel,Brown,Automatic,GPS,Like New,No
Hyundai,Elantra,2015,105943,11370.312,Diesel,Silver,Automatic,"Backup Camera, Remote Start",New,Yes
Volkswagen,Beetle,2012,16177,29214.872,Gasoline,Blue,Automatic,"Remote Start, Bluetooth",Used,Yes
Honda,Accord,2018,92739,29248.448,Gasoline,Orange,Automatic,"Bluetooth, Sunroof",Like New,Yes
Hyundai,Elantra,2021,79757,29293.544,Electric,Green,Manual,"Backup Camera, Remote Start, GPS, Leather Seats",Like New,Yes
Mercedes,A-Class,2015,78342,15439.520000000002,Gasoline,Silver,Manual,"Sunroof, Backup Camera, Remote Start",Like New,Yes
Kia,Soul,2014,69460,9571.416,Diesel,Blue,Automatic,Bluetooth,Used,Yes
Tesla,Model S,2010,116040,10307.86,Gasoline,White,Automatic,"Remote Start, Leather Seats, Sunroof",Like New,No
Chrysler,Voyager,2022,96752,6157.12,Electric,Blue,Automatic,"GPS, Heated Seats, Sunroof",Like New,No
